id,ordered_at,delivered_at,delivered_to,order_channel
3649,10/27/2018 23:09,10/27/2018 23:17,CX-923,delivery 
3650,11/22/2018 12:36,11/22/2018 12:48,CX-486,pick-up
3651,11/7/2018 5:48,11/7/2018 6:05,CX-461,delivery 
3652,9/22/2018 2:31,9/22/2018 2:38,CX-494,pick-up
3653,10/12/2018 17:29,10/12/2018 17:38,CX-5,delivery 
3654,10/1/2018 23:35,10/2/2018 0:01,CX-699,pick-up
3655,11/28/2018 14:03,11/28/2018 14:20,CX-912,delivery 
3656,11/28/2018 15:13,11/28/2018 15:36,CX-376,pick-up
3657,9/4/2018 9:45,9/4/2018 10:00,CX-139,delivery 
3658,10/31/2018 23:56,10/31/2018 23:57,CX-133,pick-up
3659,9/28/2018 21:53,9/28/2018 21:59,CX-2,delivery 
3660,10/13/2018 15:51,10/13/2018 16:20,CX-831,pick-up
3661,11/29/2018 19:02,11/29/2018 19:24,CX-128,delivery 
3662,10/28/2018 21:06,10/28/2018 21:29,CX-629,pick-up
3663,8/31/2018 8:42,8/31/2018 9:10,CX-844,delivery 
3664,10/16/2018 14:28,10/16/2018 14:48,CX-617,pick-up
3665,12/1/2018 1:15,12/1/2018 1:35,CX-695,delivery 
3666,9/14/2018 20:57,9/14/2018 21:14,CX-95,pick-up
3667,10/15/2018 16:55,10/15/2018 17:12,CX-946,delivery 
3668,9/23/2018 9:37,9/23/2018 10:02,CX-37,pick-up
3669,11/14/2018 13:46,11/14/2018 13:47,CX-953,delivery 
3670,11/18/2018 20:55,11/18/2018 21:23,CX-487,pick-up
3671,11/2/2018 0:30,11/2/2018 0:52,CX-398,delivery 
3672,10/15/2018 16:29,10/15/2018 16:57,CX-697,pick-up
3673,10/24/2018 7:15,10/24/2018 7:30,CX-285,delivery 
3674,10/4/2018 12:22,10/4/2018 12:40,CX-55,pick-up
3675,10/25/2018 10:19,10/25/2018 10:48,CX-526,delivery 
3676,10/11/2018 17:52,10/11/2018 18:19,CX-455,pick-up
3677,10/7/2018 17:25,10/7/2018 17:47,CX-246,delivery 
3678,11/26/2018 5:18,11/26/2018 5:42,CX-188,pick-up
3679,10/27/2018 0:12,10/27/2018 0:18,CX-4,delivery 
3680,11/6/2018 6:38,11/6/2018 6:42,CX-287,pick-up
3681,8/27/2018 16:46,8/27/2018 16:51,CX-60,delivery 
3682,9/12/2018 4:08,9/12/2018 4:21,CX-829,pick-up
3683,11/13/2018 1:36,11/13/2018 1:57,CX-814,delivery 
3684,10/9/2018 18:13,10/9/2018 18:23,CX-236,pick-up
3685,11/24/2018 5:21,11/24/2018 5:38,CX-340,delivery 
3686,10/24/2018 10:57,10/24/2018 11:08,CX-205,pick-up
3687,11/20/2018 5:42,11/20/2018 5:56,CX-593,delivery 
3688,11/21/2018 16:05,11/21/2018 16:20,CX-818,pick-up
3689,10/12/2018 13:46,10/12/2018 13:54,CX-381,delivery 
3690,9/7/2018 13:03,9/7/2018 13:28,CX-818,pick-up
3691,10/12/2018 4:12,10/12/2018 4:41,CX-719,delivery 
3692,10/24/2018 8:05,10/24/2018 8:18,CX-565,pick-up
3693,11/30/2018 2:12,11/30/2018 2:17,CX-841,delivery 
3694,10/27/2018 6:53,10/27/2018 7:12,CX-580,pick-up
3695,10/14/2018 11:07,10/14/2018 11:28,CX-928,delivery 
3696,11/29/2018 16:09,11/29/2018 16:32,CX-622,pick-up
3697,11/22/2018 4:08,11/22/2018 4:14,CX-173,delivery 
3698,11/1/2018 16:30,11/1/2018 16:55,CX-133,pick-up
3699,10/15/2018 19:00,10/15/2018 19:01,CX-613,delivery 
3700,11/21/2018 16:43,11/21/2018 17:09,CX-812,pick-up
3701,10/6/2018 4:34,10/6/2018 4:53,CX-854,delivery 
3702,9/26/2018 20:08,9/26/2018 20:34,CX-937,pick-up
3703,9/14/2018 15:23,9/14/2018 15:51,CX-848,delivery 
3704,10/27/2018 7:05,10/27/2018 7:15,CX-321,pick-up
3705,10/10/2018 4:28,10/10/2018 4:41,CX-852,delivery 
3706,11/24/2018 14:57,11/24/2018 15:16,CX-251,pick-up
3707,11/6/2018 20:31,11/6/2018 20:54,CX-694,delivery 
3708,10/29/2018 19:00,10/29/2018 19:13,CX-635,pick-up
3709,10/17/2018 14:08,10/17/2018 14:15,CX-653,delivery 
3710,11/15/2018 14:46,11/15/2018 15:10,CX-360,pick-up
3711,10/9/2018 19:35,10/9/2018 19:51,CX-70,delivery 
3712,11/16/2018 21:40,11/16/2018 21:55,CX-24,pick-up
3713,11/18/2018 22:17,11/18/2018 22:37,CX-843,delivery 
3714,11/25/2018 14:30,11/25/2018 14:45,CX-86,pick-up
3715,11/12/2018 23:35,11/12/2018 23:59,CX-203,delivery 
3716,11/24/2018 19:07,11/24/2018 19:21,CX-828,pick-up
3717,11/13/2018 18:00,11/13/2018 18:20,CX-691,delivery 
3718,9/21/2018 17:22,9/21/2018 17:47,CX-172,pick-up
3719,11/17/2018 23:24,11/17/2018 23:52,CX-851,delivery 
3720,11/5/2018 4:19,11/5/2018 4:34,CX-508,pick-up
3721,11/6/2018 10:00,11/6/2018 10:24,CX-683,delivery 
3722,11/20/2018 22:55,11/20/2018 23:22,CX-161,pick-up
3723,12/1/2018 18:25,12/1/2018 18:45,CX-672,delivery 
3724,11/25/2018 0:43,11/25/2018 1:02,CX-7,pick-up
3725,9/3/2018 9:48,9/3/2018 10:09,CX-643,delivery 
3726,11/25/2018 10:10,11/25/2018 10:40,CX-941,pick-up
3727,11/5/2018 8:02,11/5/2018 8:20,CX-839,delivery 
3728,11/29/2018 1:23,11/29/2018 1:30,CX-102,pick-up
3729,10/23/2018 11:32,10/23/2018 11:41,CX-551,delivery 
3730,10/5/2018 6:04,10/5/2018 6:05,CX-494,pick-up
3731,9/9/2018 14:23,9/9/2018 14:49,CX-9,delivery 
3732,10/31/2018 16:53,10/31/2018 16:56,CX-661,pick-up
3733,11/20/2018 1:08,11/20/2018 1:16,CX-893,delivery 
3734,9/30/2018 23:42,10/1/2018 0:04,CX-8,pick-up
3735,10/15/2018 8:40,10/15/2018 9:06,CX-109,delivery 
3736,11/4/2018 5:32,11/4/2018 5:49,CX-488,pick-up
3737,10/6/2018 12:35,10/6/2018 12:59,CX-840,delivery 
3738,10/5/2018 13:28,10/5/2018 13:56,CX-874,pick-up
3739,11/20/2018 18:03,11/20/2018 18:28,CX-122,delivery 
3740,9/26/2018 9:49,9/26/2018 9:52,CX-238,pick-up
3741,11/17/2018 20:28,11/17/2018 20:46,CX-988,delivery 
3742,11/16/2018 16:04,11/16/2018 16:20,CX-406,pick-up
3743,11/11/2018 7:24,11/11/2018 7:36,CX-820,delivery 
3744,9/24/2018 9:00,9/24/2018 9:18,CX-946,pick-up
3745,9/7/2018 10:54,9/7/2018 10:54,CX-781,delivery 
3746,10/22/2018 18:53,10/22/2018 19:22,CX-645,pick-up
3747,10/1/2018 10:51,10/1/2018 11:15,CX-623,delivery 
3748,11/7/2018 7:51,11/7/2018 8:19,CX-98,pick-up
3749,11/12/2018 15:40,11/12/2018 15:51,CX-114,delivery 
3750,11/1/2018 13:12,11/1/2018 13:26,CX-535,pick-up
3751,11/23/2018 19:46,11/23/2018 19:55,CX-98,delivery 
3752,11/1/2018 0:51,11/1/2018 1:15,CX-458,pick-up
3753,11/20/2018 15:59,11/20/2018 16:22,CX-81,delivery 
3754,10/8/2018 9:19,10/8/2018 9:47,CX-963,pick-up
3755,11/23/2018 21:31,11/23/2018 21:59,CX-25,delivery 
3756,10/7/2018 13:36,10/7/2018 14:01,CX-164,pick-up
3757,10/23/2018 7:46,10/23/2018 8:05,CX-126,delivery 
3758,11/6/2018 11:24,11/6/2018 11:40,CX-382,pick-up
3759,11/25/2018 20:59,11/25/2018 21:12,CX-823,delivery 
3760,10/29/2018 14:48,10/29/2018 15:00,CX-278,pick-up
3761,10/19/2018 15:57,10/19/2018 16:26,CX-453,delivery 
3762,10/16/2018 13:28,10/16/2018 13:35,CX-245,pick-up
3763,11/11/2018 12:27,11/11/2018 12:35,CX-5,delivery 
3764,10/5/2018 5:54,10/5/2018 6:16,CX-618,pick-up
3765,11/9/2018 0:32,11/9/2018 0:50,CX-392,delivery 
3766,10/8/2018 11:42,10/8/2018 11:48,CX-929,pick-up
3767,11/23/2018 4:08,11/23/2018 4:23,CX-70,delivery 
3768,9/12/2018 23:52,9/12/2018 23:55,CX-945,pick-up
3769,9/17/2018 13:51,9/17/2018 14:20,CX-416,delivery 
3770,10/15/2018 8:52,10/15/2018 9:11,CX-171,pick-up
3771,10/30/2018 16:37,10/30/2018 16:49,CX-397,delivery 
3772,11/1/2018 9:23,11/1/2018 9:38,CX-96,pick-up
3773,9/10/2018 8:53,9/10/2018 8:57,CX-2,delivery 
3774,10/15/2018 4:05,10/15/2018 4:15,CX-978,pick-up
3775,11/7/2018 18:24,11/7/2018 18:24,CX-434,delivery 
3776,11/14/2018 3:30,11/14/2018 3:50,CX-952,pick-up
3777,10/29/2018 17:19,10/29/2018 17:29,CX-454,delivery 
3778,10/16/2018 17:06,10/16/2018 17:14,CX-437,pick-up
3779,11/22/2018 1:21,11/22/2018 1:24,CX-462,delivery 
3780,10/18/2018 7:33,10/18/2018 7:59,CX-238,pick-up
3781,11/2/2018 20:52,11/2/2018 20:58,CX-381,delivery 
3782,11/25/2018 19:44,11/25/2018 20:11,CX-704,pick-up
3783,11/9/2018 8:57,11/9/2018 9:12,CX-614,delivery 
3784,11/24/2018 3:37,11/24/2018 4:03,CX-121,pick-up
3785,9/4/2018 13:12,9/4/2018 13:13,CX-684,delivery 
3786,11/30/2018 6:10,11/30/2018 6:23,CX-592,pick-up
3787,11/22/2018 15:28,11/22/2018 15:32,CX-286,delivery 
3788,10/6/2018 9:03,10/6/2018 9:25,CX-904,pick-up
3789,9/6/2018 22:56,9/6/2018 23:09,CX-208,delivery 
3790,12/1/2018 17:28,12/1/2018 17:47,CX-41,pick-up
3791,10/18/2018 4:39,10/18/2018 5:03,CX0,delivery 
3792,11/8/2018 15:38,11/8/2018 15:40,CX-550,pick-up
3793,11/22/2018 2:15,11/22/2018 2:34,CX-14,delivery 
3794,10/24/2018 19:58,10/24/2018 20:11,CX-541,pick-up
3795,11/8/2018 12:24,11/8/2018 12:41,CX-71,delivery 
3796,11/27/2018 2:54,11/27/2018 3:13,CX-362,pick-up
3797,11/7/2018 2:27,11/7/2018 2:50,CX-588,delivery 
3798,11/28/2018 22:55,11/28/2018 23:16,CX-741,pick-up
3799,9/21/2018 11:19,9/21/2018 11:36,CX-350,delivery 
3800,10/26/2018 0:58,10/26/2018 1:25,CX-601,pick-up
3801,10/20/2018 3:25,10/20/2018 3:28,CX-236,delivery 
3802,10/14/2018 13:01,10/14/2018 13:21,CX-469,pick-up
3803,12/1/2018 14:28,12/1/2018 14:44,CX-442,delivery 
3804,9/17/2018 1:48,9/17/2018 1:55,CX-590,pick-up
3805,10/18/2018 23:53,10/19/2018 0:21,CX-513,delivery 
3806,8/26/2018 6:56,8/26/2018 7:22,CX-407,pick-up
3807,10/21/2018 8:32,10/21/2018 8:47,CX-37,delivery 
3808,11/23/2018 5:49,11/23/2018 5:59,CX-387,pick-up
3809,10/22/2018 23:55,10/23/2018 0:09,CX-566,delivery 
3810,11/18/2018 18:07,11/18/2018 18:07,CX-57,pick-up
3811,9/7/2018 12:42,9/7/2018 12:48,CX-226,delivery 
3812,10/27/2018 22:48,10/27/2018 23:15,CX-155,pick-up
3813,11/3/2018 18:14,11/3/2018 18:27,CX-174,delivery 
3814,11/10/2018 10:10,11/10/2018 10:14,CX-250,pick-up
3815,10/3/2018 22:55,10/3/2018 23:16,CX-301,delivery 
3816,9/21/2018 13:34,9/21/2018 13:56,CX-94,pick-up
3817,11/30/2018 21:46,11/30/2018 22:10,CX-7,delivery 
3818,10/12/2018 18:42,10/12/2018 18:55,CX-424,pick-up
3819,9/8/2018 10:50,9/8/2018 11:10,CX-643,delivery 
3820,11/27/2018 7:20,11/27/2018 7:36,CX-514,pick-up
3821,11/14/2018 22:35,11/14/2018 22:55,CX-458,delivery 
3822,11/26/2018 6:02,11/26/2018 6:10,CX-278,pick-up
3823,11/27/2018 9:06,11/27/2018 9:34,CX-736,delivery 
3824,9/8/2018 8:31,9/8/2018 8:57,CX-717,pick-up
3825,8/22/2018 4:47,8/22/2018 5:16,CX-673,delivery 
3826,11/26/2018 22:44,11/26/2018 23:03,CX-714,pick-up
3827,11/1/2018 13:02,11/1/2018 13:32,CX-606,delivery 
3828,10/10/2018 10:00,10/10/2018 10:13,CX-900,pick-up
3829,10/14/2018 17:20,10/14/2018 17:28,CX-618,delivery 
3830,9/20/2018 13:46,9/20/2018 13:52,CX-648,pick-up
3831,10/29/2018 6:11,10/29/2018 6:15,CX0,delivery 
3832,10/26/2018 2:36,10/26/2018 2:57,CX-586,pick-up
3833,11/3/2018 22:04,11/3/2018 22:17,CX-55,delivery 
3834,11/14/2018 4:53,11/14/2018 5:04,CX-111,pick-up
3835,12/1/2018 18:04,12/1/2018 18:16,CX-58,delivery 
3836,11/22/2018 3:51,11/22/2018 4:15,CX-309,pick-up
3837,12/1/2018 7:24,12/1/2018 7:43,CX-720,delivery 
3838,11/25/2018 23:42,11/25/2018 23:51,CX-949,pick-up
3839,10/26/2018 6:11,10/26/2018 6:18,CX-753,delivery 
3840,9/21/2018 19:58,9/21/2018 20:21,CX-341,pick-up
3841,10/20/2018 12:22,10/20/2018 12:49,CX-671,delivery 
3842,11/21/2018 13:28,11/21/2018 13:45,CX-257,pick-up
3843,10/23/2018 0:12,10/23/2018 0:20,CX-961,delivery 
3844,11/14/2018 17:48,11/14/2018 18:08,CX-117,pick-up
3845,9/28/2018 20:54,9/28/2018 20:56,CX-125,delivery 
3846,9/12/2018 20:19,9/12/2018 20:38,CX-760,pick-up
3847,11/28/2018 11:17,11/28/2018 11:45,CX-23,delivery 
3848,11/27/2018 16:33,11/27/2018 17:02,CX-51,pick-up
3849,11/15/2018 21:08,11/15/2018 21:20,CX-106,delivery 
3850,9/13/2018 7:04,9/13/2018 7:25,CX-836,pick-up
3851,10/17/2018 6:51,10/17/2018 7:14,CX-986,delivery 
3852,9/14/2018 20:14,9/14/2018 20:30,CX-622,pick-up
3853,9/28/2018 10:49,9/28/2018 11:00,CX-493,delivery 
3854,10/25/2018 1:17,10/25/2018 1:40,CX-691,pick-up
3855,10/2/2018 16:51,10/2/2018 16:57,CX-84,delivery 
3856,11/1/2018 8:25,11/1/2018 8:33,CX-401,pick-up
3857,10/15/2018 22:07,10/15/2018 22:25,CX-218,delivery 
3858,9/15/2018 4:39,9/15/2018 4:47,CX-140,pick-up
3859,8/17/2018 3:25,8/17/2018 3:26,CX-39,delivery 
3860,11/9/2018 16:12,11/9/2018 16:30,CX0,pick-up
3861,10/6/2018 9:16,10/6/2018 9:28,CX-973,delivery 
3862,9/9/2018 19:24,9/9/2018 19:51,CX-141,pick-up
3863,11/17/2018 17:07,11/17/2018 17:21,CX-450,delivery 
3864,12/1/2018 17:20,12/1/2018 17:28,CX-76,pick-up
3865,10/11/2018 15:14,10/11/2018 15:26,CX-930,delivery 
3866,11/9/2018 15:04,11/9/2018 15:18,CX-281,pick-up
3867,11/13/2018 19:18,11/13/2018 19:44,CX-715,delivery 
3868,10/31/2018 2:20,10/31/2018 2:47,CX-367,pick-up
3869,10/14/2018 6:22,10/14/2018 6:45,CX-18,delivery 
3870,10/21/2018 14:10,10/21/2018 14:33,CX-993,pick-up
3871,11/3/2018 7:50,11/3/2018 8:02,CX-228,delivery 
3872,10/25/2018 1:34,10/25/2018 1:53,CX-555,pick-up
3873,10/22/2018 3:16,10/22/2018 3:19,CX-753,delivery 
3874,11/1/2018 11:43,11/1/2018 12:09,CX-609,pick-up
3875,11/25/2018 9:47,11/25/2018 9:52,CX-376,delivery 
3876,10/25/2018 0:17,10/25/2018 0:37,CX-517,pick-up
3877,10/26/2018 17:58,10/26/2018 18:19,CX-70,delivery 
3878,9/15/2018 22:26,9/15/2018 22:44,CX-991,pick-up
3879,11/18/2018 20:14,11/18/2018 20:42,CX-642,delivery 
3880,9/28/2018 2:30,9/28/2018 2:41,CX-457,pick-up
3881,10/7/2018 6:31,10/7/2018 6:36,CX-628,delivery 
3882,12/1/2018 8:33,12/1/2018 9:02,CX-824,pick-up
3883,9/21/2018 9:44,9/21/2018 10:01,CX-649,delivery 
3884,11/24/2018 20:49,11/24/2018 21:16,CX-762,pick-up
3885,9/3/2018 15:18,9/3/2018 15:27,CX-128,delivery 
3886,11/23/2018 20:27,11/23/2018 20:54,CX-754,pick-up
3887,9/19/2018 19:54,9/19/2018 20:01,CX-549,delivery 
3888,11/15/2018 20:45,11/15/2018 20:51,CX-953,pick-up
3889,9/21/2018 4:40,9/21/2018 4:58,CX-483,delivery 
3890,9/8/2018 3:05,9/8/2018 3:29,CX-814,pick-up
3891,11/27/2018 15:08,11/27/2018 15:21,CX-401,delivery 
3892,9/24/2018 13:40,9/24/2018 13:59,CX-224,pick-up
3893,11/7/2018 16:17,11/7/2018 16:27,CX-393,delivery 
3894,10/23/2018 12:57,10/23/2018 13:07,CX-906,pick-up
3895,10/4/2018 14:26,10/4/2018 14:40,CX-919,delivery 
3896,8/20/2018 21:42,8/20/2018 21:53,CX-70,pick-up
3897,9/1/2018 12:20,9/1/2018 12:25,CX-67,delivery 
3898,11/28/2018 0:09,11/28/2018 0:11,CX-783,pick-up
3899,11/22/2018 11:33,11/22/2018 11:41,CX-385,delivery 
3900,10/5/2018 17:15,10/5/2018 17:32,CX-599,pick-up
3901,10/11/2018 12:15,10/11/2018 12:41,CX-240,delivery 
3902,10/8/2018 10:03,10/8/2018 10:20,CX-428,pick-up
3903,11/25/2018 23:49,11/26/2018 0:09,CX-635,delivery 
3904,11/12/2018 9:00,11/12/2018 9:14,CX-920,pick-up
3905,9/16/2018 19:41,9/16/2018 19:47,CX-400,delivery 
3906,9/25/2018 5:17,9/25/2018 5:22,CX-731,pick-up
3907,11/29/2018 11:41,11/29/2018 11:42,CX-349,delivery 
3908,11/30/2018 21:36,11/30/2018 21:43,CX-149,pick-up
3909,11/8/2018 23:20,11/8/2018 23:30,CX-636,delivery 
3910,10/4/2018 4:24,10/4/2018 4:35,CX-75,pick-up
3911,9/8/2018 17:38,9/8/2018 18:04,CX-584,delivery 
3912,11/5/2018 12:20,11/5/2018 12:40,CX-270,pick-up
3913,11/28/2018 15:24,11/28/2018 15:47,CX-635,delivery 
3914,10/8/2018 5:54,10/8/2018 6:07,CX-389,pick-up
3915,11/14/2018 16:36,11/14/2018 16:42,CX-201,delivery 
3916,10/18/2018 12:12,10/18/2018 12:41,CX-440,pick-up
3917,11/5/2018 2:47,11/5/2018 3:11,CX-720,delivery 
3918,9/18/2018 21:26,9/18/2018 21:40,CX-150,pick-up
3919,11/11/2018 11:01,11/11/2018 11:19,CX-565,delivery 
3920,11/10/2018 18:57,11/10/2018 19:19,CX-6,pick-up
3921,10/16/2018 23:36,10/16/2018 23:41,CX-347,delivery 
3922,11/1/2018 11:01,11/1/2018 11:21,CX-760,pick-up
3923,9/23/2018 23:42,9/23/2018 23:44,CX-862,delivery 
3924,11/9/2018 14:35,11/9/2018 14:40,CX-446,pick-up
3925,11/21/2018 8:44,11/21/2018 8:45,CX-668,delivery 
3926,10/9/2018 6:23,10/9/2018 6:26,CX-454,pick-up
3927,10/26/2018 0:36,10/26/2018 0:55,CX-638,delivery 
3928,10/31/2018 20:20,10/31/2018 20:37,CX-628,pick-up
3929,10/18/2018 11:02,10/18/2018 11:06,CX-906,delivery 
3930,10/4/2018 19:19,10/4/2018 19:38,CX-979,pick-up
3931,10/28/2018 15:02,10/28/2018 15:30,CX-490,delivery 
3932,10/22/2018 13:20,10/22/2018 13:23,CX-122,pick-up
3933,9/27/2018 16:32,9/27/2018 16:39,CX-825,delivery 
3934,10/22/2018 15:56,10/22/2018 16:15,CX-2,pick-up
3935,11/19/2018 16:48,11/19/2018 17:09,CX-495,delivery 
3936,11/23/2018 17:21,11/23/2018 17:47,CX-87,pick-up
3937,10/29/2018 3:23,10/29/2018 3:34,CX-8,delivery 
3938,11/30/2018 10:38,11/30/2018 10:56,CX-158,pick-up
3939,10/25/2018 13:03,10/25/2018 13:32,CX-885,delivery 
3940,10/13/2018 4:48,10/13/2018 4:56,CX-859,pick-up
3941,11/7/2018 17:50,11/7/2018 18:08,CX-196,delivery 
3942,11/10/2018 21:19,11/10/2018 21:25,CX-912,pick-up
3943,10/9/2018 11:33,10/9/2018 11:52,CX-509,delivery 
3944,10/25/2018 19:10,10/25/2018 19:23,CX-177,pick-up
3945,11/3/2018 23:27,11/3/2018 23:32,CX-515,delivery 
3946,10/30/2018 0:17,10/30/2018 0:39,CX-820,pick-up
3947,11/30/2018 14:13,11/30/2018 14:40,CX-435,delivery 
3948,11/8/2018 19:35,11/8/2018 19:38,CX-745,pick-up
3949,11/22/2018 8:34,11/22/2018 8:37,CX-360,delivery 
3950,11/15/2018 7:30,11/15/2018 7:30,CX-777,pick-up
3951,8/31/2018 23:52,9/1/2018 0:10,CX-197,delivery 
3952,11/3/2018 1:45,11/3/2018 1:47,CX-688,pick-up
3953,9/18/2018 2:33,9/18/2018 2:54,CX-999,delivery 
3954,11/22/2018 1:24,11/22/2018 1:40,CX-990,pick-up
3955,10/31/2018 21:46,10/31/2018 21:50,CX-489,delivery 
3956,10/14/2018 8:04,10/14/2018 8:16,CX-120,pick-up
3957,11/3/2018 5:18,11/3/2018 5:39,CX-114,delivery 
3958,8/23/2018 21:03,8/23/2018 21:11,CX-762,pick-up
3959,11/15/2018 23:49,11/16/2018 0:18,CX-546,delivery 
3960,11/11/2018 9:00,11/11/2018 9:09,CX-929,pick-up
3961,10/19/2018 14:57,10/19/2018 15:07,CX-617,delivery 
3962,11/27/2018 17:06,11/27/2018 17:21,CX-4,pick-up
3963,11/10/2018 19:38,11/10/2018 19:46,CX-367,delivery 
3964,11/24/2018 19:19,11/24/2018 19:23,CX-970,pick-up
3965,10/10/2018 8:56,10/10/2018 9:21,CX-854,delivery 
3966,9/18/2018 21:23,9/18/2018 21:51,CX-225,pick-up
3967,11/9/2018 12:59,11/9/2018 13:04,CX-970,delivery 
3968,10/23/2018 14:59,10/23/2018 15:18,CX-846,pick-up
3969,10/16/2018 10:17,10/16/2018 10:45,CX-820,delivery 
3970,11/11/2018 10:36,11/11/2018 11:01,CX-497,pick-up
3971,10/31/2018 0:25,10/31/2018 0:29,CX-864,delivery 
3972,11/18/2018 19:49,11/18/2018 19:53,CX-114,pick-up
3973,11/18/2018 17:22,11/18/2018 17:24,CX-728,delivery 
3974,10/30/2018 18:44,10/30/2018 18:47,CX-431,pick-up
3975,11/8/2018 8:45,11/8/2018 8:48,CX-520,delivery 
3976,11/21/2018 8:37,11/21/2018 8:49,CX-529,pick-up
3977,11/16/2018 19:07,11/16/2018 19:24,CX-419,delivery 
3978,9/28/2018 20:20,9/28/2018 20:22,CX-660,pick-up
3979,8/11/2018 13:28,8/11/2018 13:54,CX-968,delivery 
3980,10/25/2018 0:41,10/25/2018 0:52,CX-614,pick-up
3981,10/7/2018 12:53,10/7/2018 13:14,CX-149,delivery 
3982,11/8/2018 16:25,11/8/2018 16:26,CX-644,pick-up
3983,11/10/2018 6:41,11/10/2018 7:01,CX-936,delivery 
3984,11/17/2018 2:54,11/17/2018 3:06,CX-604,pick-up
3985,11/14/2018 12:02,11/14/2018 12:03,CX-277,delivery 
3986,9/18/2018 1:39,9/18/2018 1:54,CX-408,pick-up
3987,9/4/2018 20:52,9/4/2018 20:54,CX-979,delivery 
3988,9/23/2018 17:18,9/23/2018 17:19,CX-283,pick-up
3989,11/4/2018 17:01,11/4/2018 17:26,CX-98,delivery 
3990,11/2/2018 10:46,11/2/2018 10:51,CX-977,pick-up
3991,10/31/2018 4:58,10/31/2018 5:02,CX-464,delivery 
3992,11/16/2018 0:13,11/16/2018 0:13,CX-157,pick-up
3993,11/9/2018 13:36,11/9/2018 13:49,CX-407,delivery 
3994,9/26/2018 3:01,9/26/2018 3:30,CX-248,pick-up
3995,11/27/2018 15:28,11/27/2018 15:31,CX-859,delivery 
3996,11/13/2018 21:01,11/13/2018 21:17,CX-180,pick-up
3997,11/4/2018 4:32,11/4/2018 4:45,CX-408,delivery 
3998,10/31/2018 11:06,10/31/2018 11:11,CX-218,pick-up
3999,12/1/2018 9:27,12/1/2018 9:38,CX-607,delivery 
4000,10/1/2018 7:25,10/1/2018 7:40,CX-72,pick-up
4001,10/5/2018 11:57,10/5/2018 12:05,CX-560,delivery 
4002,9/26/2018 8:14,9/26/2018 8:41,CX-718,pick-up
4003,8/21/2018 12:54,8/21/2018 12:58,CX-958,delivery 
4004,10/12/2018 12:53,10/12/2018 13:06,CX-383,pick-up
4005,11/27/2018 5:54,11/27/2018 6:24,CX-16,delivery 
4006,10/20/2018 5:05,10/20/2018 5:10,CX-426,pick-up
4007,11/19/2018 2:46,11/19/2018 2:58,CX-345,delivery 
4008,11/4/2018 4:31,11/4/2018 4:45,CX-432,pick-up
4009,10/19/2018 23:37,10/19/2018 23:49,CX-300,delivery 
4010,11/8/2018 4:45,11/8/2018 4:49,CX-49,pick-up
4011,10/12/2018 3:35,10/12/2018 3:37,CX-428,delivery 
4012,11/13/2018 23:52,11/14/2018 0:20,CX-38,pick-up
4013,10/10/2018 21:02,10/10/2018 21:07,CX-998,delivery 
4014,11/18/2018 15:20,11/18/2018 15:39,CX-5,pick-up
4015,11/19/2018 2:10,11/19/2018 2:14,CX-759,delivery 
4016,11/9/2018 11:38,11/9/2018 11:48,CX-790,pick-up
4017,10/24/2018 12:40,10/24/2018 12:41,CX-587,delivery 
4018,10/20/2018 21:51,10/20/2018 22:09,CX-449,pick-up
4019,9/24/2018 11:08,9/24/2018 11:33,CX-526,delivery 
4020,10/10/2018 1:45,10/10/2018 2:03,CX-547,pick-up
4021,10/29/2018 15:44,10/29/2018 15:58,CX-921,delivery 
4022,9/29/2018 1:24,9/29/2018 1:41,CX-817,pick-up
4023,10/7/2018 9:42,10/7/2018 9:52,CX-756,delivery 
4024,11/21/2018 14:23,11/21/2018 14:38,CX-298,pick-up
4025,10/4/2018 8:41,10/4/2018 8:45,CX-62,delivery 
4026,9/12/2018 22:25,9/12/2018 22:25,CX-716,pick-up
4027,11/16/2018 9:41,11/16/2018 9:42,CX-197,delivery 
4028,11/4/2018 4:30,11/4/2018 4:57,CX-620,pick-up
4029,10/20/2018 10:17,10/20/2018 10:28,CX-210,delivery 
4030,8/31/2018 11:49,8/31/2018 12:04,CX-350,pick-up
4031,9/15/2018 23:01,9/15/2018 23:03,CX-977,delivery 
4032,11/29/2018 1:43,11/29/2018 2:10,CX-449,pick-up
4033,11/22/2018 8:47,11/22/2018 9:00,CX-931,delivery 
4034,10/18/2018 9:52,10/18/2018 10:02,CX-822,pick-up
4035,11/8/2018 1:20,11/8/2018 1:25,CX-828,delivery 
4036,9/6/2018 22:20,9/6/2018 22:48,CX-773,pick-up
4037,12/1/2018 13:25,12/1/2018 13:54,CX-529,delivery 
4038,8/28/2018 0:38,8/28/2018 0:53,CX-121,pick-up
4039,10/13/2018 13:15,10/13/2018 13:44,CX-402,delivery 
4040,9/23/2018 1:28,9/23/2018 1:43,CX-268,pick-up
4041,9/10/2018 4:08,9/10/2018 4:33,CX-624,delivery 
4042,11/24/2018 14:04,11/24/2018 14:24,CX-660,pick-up
4043,11/23/2018 20:03,11/23/2018 20:23,CX-818,delivery 
4044,10/19/2018 19:37,10/19/2018 19:59,CX-903,pick-up
4045,10/12/2018 12:07,10/12/2018 12:20,CX-887,delivery 
4046,11/19/2018 19:00,11/19/2018 19:07,CX-4,pick-up
4047,9/12/2018 22:27,9/12/2018 22:37,CX-803,delivery 
